97851,241438,3.75
97851,663388,3.75
97851,730089,3.75
97851,2240,3.5
97851,389332,3.5
97851,184925,3.75
97851,638305,4
97851,457665,4
97851,730737,3.81
97851,439438,3.55
142714,20960,3.92
142714,914820,4.58
116227,401018,3.75
116227,763332,3.75
116227,715149,3.92
116227,663388,3.75
113189,276274,3.75
113189,757046,4.25
113189,401018,3.5
131496,810547,3.5
116460,457665,4
116460,643011,3.5
126181,499405,4.25
126181,799897,3.25
126181,803617,4.68
126181,766126,3.5
126181,722700,4.25
126181,457665,4.5
126181,679857,4.25
126181,663388,3.75
126181,637484,4.25
126181,813474,4.44
117149,832905,3.5
117149,801125,3.5
117149,638253,3.75
117149,318621,3.25
117149,663388,3.5
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
6301,843499,4.27
6301,753440,3.43
6301,789696,3.41
6301,495359,3.5
6301,783801,4.54
6301,847097,3.95
6301,686387,3.75
6301,700186,3.75
6301,923911,3.85
6301,679442,3.9
6301,675537,3.61
6301,662793,3.79
6301,928152,3.4
6301,684016,3.74
6301,838259,3.5
6301,856191,4
6301,896965,3.75
6301,584458,3.11
6301,924962,4.15
6301,762031,4.4
6301,818136,4.33
6301,902387,3.75
6301,260506,3.81
6301,715742,3.5
6301,638426,4.22
